model,trial,best_fitness
GA,1,0.8301713333333333
GA,2,0.8380733333333333
GA,3,0.8301713333333333
GA,4,0.8301713333333333
GA,5,0.8314066666666667
GA,6,0.8301713333333333
GA,7,0.8301713333333333
GA,8,0.8301713333333333
GA,9,0.8301713333333333
GA,10,0.8301713333333333
HGS,1,0.8426330000000001
HGS,2,0.8426330000000001
HGS,3,0.8301713333333333
HGS,4,0.8222783333333333
HGS,5,0.8301713333333333
HGS,6,0.8301713333333333
HGS,7,0.8301713333333333
HGS,8,0.8301713333333333
HGS,9,0.83474
HGS,10,0.8380733333333333
ARO,1,0.8426330000000001
ARO,2,0.8426330000000001
ARO,3,0.8426330000000001
ARO,4,0.8426330000000001
ARO,5,0.8301713333333333
ARO,6,0.8301713333333333
ARO,7,0.8426330000000001
ARO,8,0.8301713333333333
ARO,9,0.8301713333333333
ARO,10,0.8380733333333333
EFO,1,0.8301713333333333
EFO,2,0.8301713333333333
EFO,3,0.818945
EFO,4,0.8301713333333333
EFO,5,0.8301713333333333
EFO,6,0.8301713333333333
EFO,7,0.8222783333333333
EFO,8,0.8222783333333333
EFO,9,0.8301713333333333
EFO,10,0.8222783333333333
TLO,1,0.8426330000000001
TLO,2,0.8301713333333333
TLO,3,0.8301713333333333
TLO,4,0.8426330000000001
TLO,5,0.8426330000000001
TLO,6,0.8426330000000001
TLO,7,0.8426330000000001
TLO,8,0.8426330000000001
TLO,9,0.8426330000000001
TLO,10,0.8426330000000001
SMA,1,0.8380733333333333
SMA,2,0.840526
SMA,3,0.8301713333333333
SMA,4,0.8301713333333333
SMA,5,0.8426330000000001
SMA,6,0.8301713333333333
SMA,7,0.8426330000000001
SMA,8,0.8301713333333333
SMA,9,0.8301713333333333
SMA,10,0.8426330000000001
AAEO,1,0.8380733333333333
AAEO,2,0.8301713333333333
AAEO,3,0.8235046666666667
AAEO,4,0.8301713333333333
AAEO,5,0.8301713333333333
AAEO,6,0.8301713333333333
AAEO,7,0.8426330000000001
AAEO,8,0.8301713333333333
AAEO,9,0.8301713333333333
AAEO,10,0.8380733333333333
RUN,1,0.8426330000000001
RUN,2,0.8426330000000001
RUN,3,0.8301713333333333
RUN,4,0.8426330000000001
RUN,5,0.8426330000000001
RUN,6,0.8426330000000001
RUN,7,0.8426330000000001
RUN,8,0.8426330000000001
RUN,9,0.8426330000000001
RUN,10,0.8426330000000001
