,AAEO,ARO,EFO,GA,HGS,RUN,SMA,TLO
Arrhythmia,0.008679230352249925,0.006494153170037094,0.009671484601559865,0.0038166413460248277,0.005053734517944279,0.004407775492635101,0.00682029512724684,0.007576933706052778
BreastEW,0.005557468532979941,0.006199983816088104,0.004607851724080398,0.0024859285410307142,0.006404591584110593,0.003940725010846535,0.006017941943949068,0.0052543000144620365
Digits,0.002004248279696586,0.0006939352035072917,0.003214994548120456,0.00041310884024540513,0.0024741716733978603,0.0009423789415328051,0.0027194712420084686,0.000666058241113835
Ionosphere,0.008432105123723938,0.0,0.006739223653629033,0.0012739142545821274,0.01247447898551955,0.0023401164554005516,0.008088449500500425,0.002123190424303586
Madelon,0.006715534800412803,0.0027855244947964583,0.012543473637712927,0.0025621679535546412,0.005669680429951753,0.0059473876468767745,0.005429896107047853,0.005260554956994106
WaveformEW,0.003412474730879146,0.0020011596526902688,0.0042538555269830865,0.001932812447071742,0.004241710961130869,0.0019782730852943072,0.006142052132634477,0.0
gauss5012,2.9015462602054485,1.1722100794444243,4.032536529651443,0.22325160590438117,2.4788285548758227,2.1797480533880242,1.7576528149656465,0.7186775755580534
gauss7517,4.68464124471601,1.4058066268691563,7.904178777038272,2.5680559890424663,3.4013529959154005,2.5110554673673002,2.3331298852711004,4.028819075888687
