GA,HGS,ARO,EFO,TLO,SMA,AAEO,RUN
115.58526,120.14699999999999,115.66074000000002,119.34291999999999,109.16992,112.27732,110.68315000000001,118.90491999999999
115.58526,115.03068,114.8165,119.34291999999999,107.97295000000001,104.25925000000001,99.67809000000001,118.90491999999999
108.66144000000001,109.79542,114.68251,119.34291999999999,107.97295000000001,104.25925000000001,89.50171999999999,116.18907999999999
101.35605000000001,107.51020000000001,111.59382000000001,119.34291999999999,107.97295000000001,104.25925000000001,89.50171999999999,115.88788000000001
91.8395,107.51020000000001,111.59382000000001,119.34291999999999,107.97295000000001,104.25925000000001,86.25927,112.75041999999999
91.8395,107.51020000000001,106.80699,119.34291999999999,107.97295000000001,104.25925000000001,83.87104000000001,110.23414000000001
91.8395,100.74311,106.80699,117.3646,107.49387,95.21484000000001,83.87104000000001,110.23414000000001
91.8395,100.03745,100.15941000000001,117.3646,105.51442000000002,95.21484000000001,83.87104000000001,110.23414000000001
91.8395,100.03745,100.15941000000001,117.3646,103.43056000000001,95.21484000000001,83.87104000000001,110.23414000000001
91.8395,100.03745,100.15941000000001,117.3646,103.43056000000001,95.21484000000001,83.87104000000001,110.23414000000001
87.66453,97.54018,100.15941000000001,117.3646,103.43056000000001,95.21484000000001,83.87104000000001,110.23414000000001
87.66453,95.83980000000001,99.72717,117.3646,103.43056000000001,95.21484000000001,83.87104000000001,110.23414000000001
87.66453,95.41671000000001,99.72717,117.3646,103.43056000000001,95.21484000000001,83.87104000000001,110.23414000000001
87.66453,93.75885,99.72717,117.3646,101.39501,95.21484000000001,83.87104000000001,107.0922
87.66453,93.75885,99.72717,117.3646,98.66523000000001,95.21484000000001,83.87104000000001,107.0922
87.66453,93.75885,99.72717,117.3646,98.66523000000001,95.21484000000001,83.87104000000001,107.0922
87.66453,85.49424,94.05933,117.3646,98.66523000000001,95.21484000000001,83.87104000000001,107.0922
87.66453,85.49424,94.05933,117.3646,98.66523000000001,95.21484000000001,83.87104000000001,107.0922
87.66453,85.49424,94.05933,117.3646,98.66523000000001,95.21484000000001,83.87104000000001,105.94789999999999
87.66453,85.49424,94.05933,117.3646,98.66523000000001,95.21484000000001,83.87104000000001,105.94789999999999
87.66453,85.49424,94.05933,117.3646,98.66523000000001,95.21484000000001,83.87104000000001,105.94789999999999
84.11133000000001,85.49424,94.05933,117.3646,95.87434000000002,95.21484000000001,83.21927,105.94789999999999
84.11133000000001,85.49424,94.05933,117.3646,95.87434000000002,95.21484000000001,83.21927,105.94789999999999
84.11133000000001,85.49424,94.05933,117.3646,95.87434000000002,90.05739,83.21927,105.94789999999999
84.11133000000001,85.49424,94.05933,117.3646,95.87434000000002,90.05739,83.21927,91.4796
84.11133000000001,85.49424,94.05933,117.3646,95.87434000000002,90.05739,83.21927,91.4796
84.11133000000001,85.49424,90.11445,117.3646,95.87434000000002,90.05739,83.21927,91.4796
84.11133000000001,85.49424,90.11445,117.3646,95.87434000000002,90.05739,83.21927,91.4796
84.11133000000001,85.49424,90.11445,117.3646,95.87434000000002,90.05739,83.21927,91.4796
84.11133000000001,85.49424,90.11445,116.62923,95.87434000000002,90.05739,83.21927,91.4796
84.11133000000001,85.49424,89.39626999999999,116.62923,95.87434000000002,90.05739,83.21927,91.4796
84.11133000000001,85.49424,89.39626999999999,116.62923,90.89099,90.05739,83.21927,84.58737
84.11133000000001,85.49424,89.39626999999999,116.62923,90.89099,87.69402000000001,83.21927,84.58737
84.11133000000001,85.49424,85.91218,115.23695000000001,90.89099,87.59495,83.21927,84.58737
84.11133000000001,85.49424,85.91218,115.23695000000001,90.89099,87.52268000000001,83.21927,84.58737
84.11133000000001,85.49424,85.91218,115.23695000000001,90.89099,87.52268000000001,83.21927,84.58737
84.11133000000001,85.49424,85.91218,115.23695000000001,90.89099,87.52268000000001,83.21927,84.58737
84.11133000000001,85.49424,85.91218,115.23695000000001,90.89099,87.52268000000001,83.21927,84.58737
84.11133000000001,85.49424,85.91218,115.23695000000001,90.89099,87.52268000000001,83.21927,84.58737
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,90.89099,87.52268000000001,83.21927,84.58737
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,90.53361,87.52268000000001,83.21927,84.58737
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,90.53361,87.52268000000001,83.21927,84.44467999999999
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,90.11617000000001,87.52268000000001,83.21927,84.44467999999999
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,88.37347000000001,84.80833000000001,83.21927,84.44467999999999
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,88.37347000000001,84.80833000000001,83.21927,84.44467999999999
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,88.37347000000001,83.22514000000001,83.21927,84.44467999999999
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,83.22514000000001,83.21927,84.44467999999999
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,83.22514000000001,83.21927,84.11133000000001
84.11133000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,83.22514000000001,83.21927,84.11133000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,83.22514000000001,83.21927,84.11133000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,82.83578,83.21927,82.63690000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,82.83578,83.21927,82.63690000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,82.83578,83.21927,82.63690000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,80.9787,83.21927,82.63690000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,80.9787,83.21927,82.63690000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,80.9787,83.21927,82.63690000000001
83.32704000000001,85.49424,82.20586999999999,115.23695000000001,84.18952,79.19418,83.21927,82.20586999999999
