model,trial,best_fitness
GA,1,81.95227000000001
GA,2,81.95227000000001
GA,3,82.08835
GA,4,82.20586999999999
GA,5,81.95227000000001
GA,6,81.95839000000001
GA,7,82.20586999999999
GA,8,81.95839000000001
GA,9,81.95227000000001
GA,10,81.40230000000001
HGS,1,82.20586999999999
HGS,2,86.59825000000001
HGS,3,85.49424
HGS,4,81.95227000000001
HGS,5,84.11133000000001
HGS,6,82.23552000000001
HGS,7,81.95227000000001
HGS,8,86.59825000000001
HGS,9,82.08835
HGS,10,88.64041999999999
ARO,1,81.61803
ARO,2,82.20586999999999
ARO,3,82.20586999999999
ARO,4,78.50487
ARO,5,81.11792
ARO,6,81.11792
ARO,7,82.20586999999999
ARO,8,81.61803
ARO,9,81.40230000000001
ARO,10,79.9098
EFO,1,91.95911000000001
EFO,2,91.3628
EFO,3,98.82101
EFO,4,98.84972
EFO,5,97.92043000000001
EFO,6,101.77488
EFO,7,95.44445999999999
EFO,8,98.32811
EFO,9,89.19099000000001
EFO,10,94.03901
TLO,1,79.9098
TLO,2,79.9098
TLO,3,79.06210999999999
TLO,4,79.9098
TLO,5,78.50487
TLO,6,78.50487
TLO,7,79.39537999999999
TLO,8,78.50487
TLO,9,79.24024
TLO,10,80.56187
SMA,1,81.95227000000001
SMA,2,81.40230000000001
SMA,3,78.25154
SMA,4,81.10885000000002
SMA,5,83.21927
SMA,6,83.21927
SMA,7,81.10885000000002
SMA,8,83.55300000000001
SMA,9,79.9098
SMA,10,79.39537999999999
AAEO,1,82.20586999999999
AAEO,2,88.64041999999999
AAEO,3,83.21927
AAEO,4,82.20586999999999
AAEO,5,83.21927
AAEO,6,81.95227000000001
AAEO,7,86.918
AAEO,8,89.05082
AAEO,9,81.61803
AAEO,10,82.30691
RUN,1,79.9098
RUN,2,81.12637000000001
RUN,3,81.95227000000001
RUN,4,82.20586999999999
RUN,5,87.49002
RUN,6,79.9098
RUN,7,81.61803
RUN,8,81.26941000000001
RUN,9,81.10885000000002
RUN,10,80.42032
