model,trial,best_fitness
GA,1,0.8625222941176471
GA,2,0.8625222941176471
GA,3,0.8625222941176471
GA,4,0.8665507647058823
GA,5,0.8625222941176471
GA,6,0.8625222941176471
GA,7,0.8625222941176471
GA,8,0.8625222941176471
GA,9,0.8625222941176471
GA,10,0.8625222941176471
HGS,1,0.8496612941176471
HGS,2,0.8368092941176472
HGS,3,0.8625222941176471
HGS,4,0.8665507647058823
HGS,5,0.8595811176470589
HGS,6,0.8397504705882354
HGS,7,0.8625222941176471
HGS,8,0.8338681176470589
HGS,9,0.8625222941176471
HGS,10,0.8625222941176471
ARO,1,0.8625222941176471
ARO,2,0.8625222941176471
ARO,3,0.8625222941176471
ARO,4,0.8625222941176471
ARO,5,0.8625222941176471
ARO,6,0.8625222941176471
ARO,7,0.8625222941176471
ARO,8,0.8625222941176471
ARO,9,0.8625222941176471
ARO,10,0.8625222941176471
EFO,1,0.8467201176470589
EFO,2,0.8437789411764706
EFO,3,0.8595811176470589
EFO,4,0.8496612941176471
EFO,5,0.8496612941176471
EFO,6,0.8467201176470589
EFO,7,0.8625222941176471
EFO,8,0.8467201176470589
EFO,9,0.8595811176470589
EFO,10,0.8467201176470589
TLO,1,0.8665507647058823
TLO,2,0.8625222941176471
TLO,3,0.8665507647058823
TLO,4,0.8625222941176471
TLO,5,0.8665507647058823
TLO,6,0.8625222941176471
TLO,7,0.8625222941176471
TLO,8,0.8625222941176471
TLO,9,0.8665507647058823
TLO,10,0.8665507647058823
SMA,1,0.8437789411764706
SMA,2,0.8526024705882354
SMA,3,0.8397504705882354
SMA,4,0.8526024705882354
SMA,5,0.8397504705882354
SMA,6,0.8397504705882354
SMA,7,0.8526024705882354
SMA,8,0.8268894705882354
SMA,9,0.8397504705882354
SMA,10,0.8397504705882354
AAEO,1,0.8526024705882354
AAEO,2,0.8566399411764706
AAEO,3,0.8437789411764706
AAEO,4,0.8467201176470589
AAEO,5,0.8467201176470589
AAEO,6,0.8625222941176471
AAEO,7,0.8368092941176472
AAEO,8,0.8625222941176471
AAEO,9,0.8467201176470589
AAEO,10,0.8566399411764706
RUN,1,0.8625222941176471
RUN,2,0.8625222941176471
RUN,3,0.8595811176470589
RUN,4,0.8665507647058823
RUN,5,0.8625222941176471
RUN,6,0.8625222941176471
RUN,7,0.8625222941176471
RUN,8,0.8595811176470589
RUN,9,0.8665507647058823
RUN,10,0.8625222941176471
