GA,HGS,ARO,EFO,TLO,SMA,AAEO,RUN
0.603272,0.586493,0.5919650000000001,0.5817720000000001,0.605342,0.601786,0.603558,0.580414
0.6162719999999999,0.621714,0.5919650000000001,0.5817720000000001,0.605342,0.617858,0.651579,0.591493
0.6375860000000001,0.6348419999999999,0.596879,0.5817720000000001,0.627135,0.648279,0.6641720000000001,0.591493
0.647458,0.6525650000000001,0.602435,0.5817720000000001,0.6506419999999999,0.648279,0.686542,0.591493
0.6559860000000001,0.658772,0.616693,0.5817720000000001,0.6506419999999999,0.648279,0.714042,0.602007
0.6870140000000001,0.670821,0.617558,0.5940930000000001,0.6506419999999999,0.648279,0.7244999999999999,0.603758
0.7053929999999999,0.673614,0.617558,0.5940930000000001,0.6506419999999999,0.648279,0.750135,0.607158
0.708921,0.6820140000000001,0.636186,0.5940930000000001,0.668093,0.666735,0.750135,0.6173580000000001
0.718442,0.6820140000000001,0.639465,0.5940930000000001,0.668093,0.670393,0.756928,0.6173580000000001
0.722507,0.6824790000000001,0.651314,0.5940930000000001,0.668093,0.670393,0.757128,0.6173580000000001
0.734621,0.684472,0.651314,0.5940930000000001,0.668093,0.675321,0.7600650000000001,0.6173580000000001
0.736821,0.684472,0.6575,0.5940930000000001,0.668093,0.675321,0.7647930000000001,0.6173580000000001
0.736821,0.686407,0.6693579999999999,0.6137420000000001,0.668093,0.675321,0.7725139999999999,0.621693
0.739758,0.7023139999999999,0.6693579999999999,0.6137420000000001,0.668093,0.675321,0.7725139999999999,0.621693
0.739758,0.7023139999999999,0.6693579999999999,0.6228,0.668093,0.675321,0.775042,0.630486
0.739758,0.7023139999999999,0.684486,0.6228,0.680335,0.675321,0.775842,0.6313930000000001
0.739758,0.7172999999999999,0.684486,0.6228,0.680335,0.675321,0.785428,0.6313930000000001
0.739758,0.7172999999999999,0.705279,0.6228,0.680335,0.675321,0.785628,0.6313930000000001
0.739758,0.7226999999999999,0.711472,0.6228,0.680335,0.675321,0.791621,0.6313930000000001
0.739758,0.731021,0.711472,0.6228,0.6803579999999999,0.675321,0.791821,0.6313930000000001
0.741621,0.746935,0.711472,0.6228,0.6803579999999999,0.691435,0.7920210000000001,0.6313930000000001
0.741621,0.752072,0.711472,0.6228,0.6803579999999999,0.691435,0.7920210000000001,0.637928
0.749079,0.752072,0.711472,0.6228,0.7063860000000001,0.691435,0.7920210000000001,0.637928
0.749079,0.752072,0.711472,0.6228,0.716507,0.691435,0.7920210000000001,0.637928
0.7567280000000001,0.7556,0.722979,0.6228,0.716507,0.691435,0.7920210000000001,0.637928
0.7567280000000001,0.7556,0.722979,0.6228,0.716507,0.691435,0.793358,0.637928
0.762721,0.7556,0.7232580000000001,0.6228,0.716507,0.691435,0.793358,0.637928
0.762721,0.7600650000000001,0.7232580000000001,0.6228,0.716507,0.691435,0.793358,0.637928
0.762721,0.7600650000000001,0.726179,0.6228,0.716507,0.691435,0.793558,0.663093
0.762721,0.7600650000000001,0.7328999999999999,0.6228,0.716507,0.691435,0.793558,0.663093
0.762721,0.7600650000000001,0.7328999999999999,0.6228,0.716507,0.713935,0.793558,0.663093
0.762721,0.7600650000000001,0.7328999999999999,0.6228,0.716507,0.713935,0.793558,0.663093
0.762721,0.767058,0.7328999999999999,0.6228,0.716507,0.713935,0.7974140000000001,0.663093
0.762721,0.775307,0.7435579999999999,0.6228,0.716507,0.713935,0.7974140000000001,0.663093
0.762721,0.775307,0.7435579999999999,0.6228,0.716507,0.713935,0.797614,0.663093
0.762721,0.777835,0.7435579999999999,0.6228,0.716507,0.713935,0.797614,0.663093
0.762721,0.777835,0.7435579999999999,0.6228,0.716507,0.713935,0.797614,0.663093
0.762721,0.7856930000000001,0.7435579999999999,0.6228,0.716979,0.713935,0.797614,0.6638280000000001
0.762721,0.7856930000000001,0.7435579999999999,0.636335,0.716979,0.713935,0.797614,0.664558
0.762721,0.7856930000000001,0.7435579999999999,0.636335,0.716979,0.713935,0.797614,0.664558
0.762721,0.7856930000000001,0.7471420000000001,0.636335,0.7242999999999999,0.713935,0.797614,0.6702140000000001
0.762721,0.7856930000000001,0.7471420000000001,0.636335,0.7242999999999999,0.713935,0.797614,0.6881929999999999
0.762721,0.7856930000000001,0.748742,0.636335,0.7242999999999999,0.713935,0.797614,0.703042
0.762721,0.7856930000000001,0.748742,0.636335,0.7242999999999999,0.713935,0.797614,0.7061860000000001
0.762721,0.7856930000000001,0.748742,0.636335,0.7242999999999999,0.713935,0.797614,0.7061860000000001
0.762721,0.7856930000000001,0.7528,0.636335,0.7242999999999999,0.713935,0.797614,0.718972
0.762721,0.787821,0.7528,0.639535,0.7242999999999999,0.713935,0.797614,0.718972
0.762721,0.787821,0.7528,0.651458,0.7242999999999999,0.713935,0.797614,0.718972
0.762721,0.787821,0.7528,0.651458,0.728365,0.713935,0.797614,0.718972
0.762721,0.787821,0.7528,0.651458,0.728365,0.713935,0.797614,0.718972
0.762721,0.787821,0.7568,0.651458,0.7330930000000001,0.713935,0.797614,0.718972
0.762721,0.788821,0.7632650000000001,0.651458,0.7330930000000001,0.713935,0.797614,0.728028
0.762721,0.788821,0.7632650000000001,0.651458,0.7330930000000001,0.713935,0.797614,0.7370859999999999
0.762721,0.788821,0.7632650000000001,0.651458,0.7330930000000001,0.713935,0.797614,0.7370859999999999
0.762721,0.788821,0.7632650000000001,0.651458,0.7330930000000001,0.713935,0.797614,0.7438790000000001
0.762721,0.788821,0.7632650000000001,0.651458,0.7330930000000001,0.713935,0.797614,0.745672
0.762721,0.788821,0.7632650000000001,0.651458,0.7409420000000001,0.713935,0.797614,0.745672
0.762721,0.788821,0.7632650000000001,0.651458,0.7409420000000001,0.713935,0.797614,0.745672
0.762721,0.788821,0.7632650000000001,0.651458,0.741135,0.734179,0.797614,0.764642
0.762721,0.788821,0.7632650000000001,0.651458,0.741135,0.734179,0.797614,0.764642
0.762721,0.790958,0.7632650000000001,0.651458,0.741135,0.734179,0.797614,0.764642
0.762721,0.790958,0.7632650000000001,0.651458,0.741135,0.734179,0.797614,0.764642
0.762721,0.790958,0.773242,0.651458,0.742542,0.734179,0.797614,0.764642
0.762721,0.790958,0.773242,0.651458,0.742542,0.734179,0.797614,0.764642
0.762721,0.790958,0.773242,0.651458,0.7448790000000001,0.734179,0.797614,0.7715069999999999
0.762721,0.790958,0.773242,0.651458,0.7448790000000001,0.734179,0.797614,0.7715069999999999
0.762721,0.791158,0.773242,0.651458,0.7448790000000001,0.734179,0.797614,0.7746350000000001
0.762721,0.791158,0.773242,0.651458,0.7448790000000001,0.734179,0.797614,0.7746350000000001
0.762721,0.791158,0.773242,0.669972,0.746407,0.734179,0.797614,0.7746350000000001
0.762721,0.791158,0.776642,0.669972,0.746407,0.734179,0.797614,0.780428
0.762721,0.791158,0.776642,0.669972,0.762858,0.734179,0.797614,0.780428
0.762721,0.791158,0.776642,0.669972,0.762858,0.734179,0.797614,0.780428
0.762721,0.791158,0.776642,0.669972,0.762858,0.734179,0.797614,0.780428
0.762721,0.791158,0.776642,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.776642,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.776642,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.778307,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.778307,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.778307,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.778307,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.778307,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.791158,0.778307,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.792886,0.778307,0.669972,0.762858,0.734179,0.797614,0.7844930000000001
0.762721,0.793086,0.778379,0.669972,0.762858,0.7414999999999999,0.797614,0.7844930000000001
0.762721,0.793086,0.782972,0.669972,0.762858,0.7414999999999999,0.797614,0.7844930000000001
0.762721,0.793086,0.782972,0.672579,0.762858,0.7414999999999999,0.797614,0.7844930000000001
0.762721,0.793086,0.7851,0.672579,0.762858,0.7414999999999999,0.797614,0.7844930000000001
0.762721,0.793086,0.7851,0.672579,0.762858,0.7414999999999999,0.797614,0.7844930000000001
0.762721,0.793086,0.7851,0.707593,0.762858,0.7414999999999999,0.797614,0.7844930000000001
0.762721,0.793086,0.7851,0.707593,0.762858,0.7414999999999999,0.797614,0.7844930000000001
0.762721,0.793086,0.7851,0.707593,0.762858,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793086,0.7851,0.707593,0.762858,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793086,0.7851,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793086,0.7851,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793086,0.7851,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.7932859999999999,0.7851,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.7932859999999999,0.7851,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.7932859999999999,0.7870280000000001,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.7932859999999999,0.7870280000000001,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.7932859999999999,0.7870280000000001,0.707593,0.7634580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.7932859999999999,0.7922210000000001,0.707593,0.7646580000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793686,0.7922210000000001,0.707593,0.764858,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793686,0.7922210000000001,0.707593,0.764858,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793686,0.7922210000000001,0.707593,0.7711790000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793686,0.7922210000000001,0.707593,0.7711790000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.793686,0.7922210000000001,0.707593,0.7711790000000001,0.7414999999999999,0.797614,0.7887580000000001
0.762721,0.7986790000000001,0.7922210000000001,0.718842,0.7711790000000001,0.760535,0.797614,0.7887580000000001
0.762721,0.7986790000000001,0.7922210000000001,0.718842,0.7711790000000001,0.760535,0.797614,0.7887580000000001
0.762721,0.7986790000000001,0.7922210000000001,0.718842,0.7711790000000001,0.760535,0.797614,0.7887580000000001
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.7887580000000001
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.7887580000000001
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.7887580000000001
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.7887580000000001
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.7887580000000001
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.790086
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.790086
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.790086
0.762721,0.7988790000000001,0.7922210000000001,0.718842,0.783965,0.760535,0.797614,0.790086
0.762721,0.7988790000000001,0.792821,0.718842,0.783965,0.760535,0.797614,0.791086
0.762721,0.7988790000000001,0.792821,0.718842,0.783965,0.760535,0.797614,0.791086
0.762721,0.7988790000000001,0.792821,0.718842,0.783965,0.760535,0.797614,0.791086
0.762721,0.7988790000000001,0.792821,0.718842,0.783965,0.760535,0.797614,0.791086
0.762721,0.7988790000000001,0.792821,0.718842,0.783965,0.760535,0.797614,0.791086
